ENCFF527XHG	bed narrowPeak	conservative idr thresholded peaks	ENCSR849WCQ	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ASH2L-human	DNA					False	2017-01-08	ENCODE				1, 2							ENCFF001TDO, ENCFF217GDM, ENCFF684QPN, ENCFF801ULT	101110	ENCODE Processing Pipeline	cf1d063b6ca6d1a88ef09326759479a7		https://www.encodeproject.org/files/ENCFF527XHG/@@download/ENCFF527XHG.bed.gz	hg19			released		mild to moderate bottlenecking, low read depth, borderline replicate concordance			
ENCFF133GHG	bed narrowPeak	conservative idr thresholded peaks	ENCSR000BQK	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ATF2-human	DNA		see document	see document		False	2012-02-29	ENCODE				1, 2							ENCFF001TDO, ENCFF071BNB, ENCFF378GKG, ENCFF599NQC	478482	ENCODE Processing Pipeline	697af8c7cb34aa9dab3e3cabf59c6eea		https://www.encodeproject.org/files/ENCFF133GHG/@@download/ENCFF133GHG.bed.gz	hg19			released		low read length, inconsistent platforms	biological replicates with identical biosample		
ENCFF969FVF	bed narrowPeak	conservative idr thresholded peaks	ENCSR014YCR	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ATF7-human	DNA					False	2016-07-08	ENCODE				1, 2							ENCFF001TDO, ENCFF225TLM, ENCFF640EFU, ENCFF938MOR	593012	ENCODE Processing Pipeline	f04890d02a0249bd9f452aaf432cb5aa		https://www.encodeproject.org/files/ENCFF969FVF/@@download/ENCFF969FVF.bed.gz	hg19			released		mild to moderate bottlenecking, low read depth			
ENCFF482FJT	bed narrowPeak	conservative idr thresholded peaks	ENCSR000BGT	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				BATF-human	DNA		see document	see document		False	2011-07-18	ENCODE				1, 2							ENCFF001TDO, ENCFF078EBJ, ENCFF521MBW, ENCFF887VZZ	477696	ENCODE Processing Pipeline	ab16892958a2724272194ef04bcd92f5		https://www.encodeproject.org/files/ENCFF482FJT/@@download/ENCFF482FJT.bed.gz	hg19			released		low read length, low read depth	biological replicates with identical biosample		
ENCFF220QMP	bed narrowPeak	conservative idr thresholded peaks	ENCSR000BHA	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				BCL11A-human	DNA		see document	see document		False	2011-07-18	ENCODE				1, 2							ENCFF001TDO, ENCFF046PLS, ENCFF080MVF, ENCFF289FQM	276903	ENCODE Processing Pipeline	b25a27c2324b76b9f5e1fa777f7be77d		https://www.encodeproject.org/files/ENCFF220QMP/@@download/ENCFF220QMP.bed.gz	hg19			released		low read length, low read depth	biological replicates with identical biosample		
ENCFF082EYY	bed narrowPeak	conservative idr thresholded peaks	ENCSR000BNQ	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				BCL3-human	DNA		see document	see document		False	2011-07-18	ENCODE				1, 2							ENCFF001TDO, ENCFF017OSU, ENCFF255RCD, ENCFF306BBY	204750	ENCODE Processing Pipeline	761995c3b71e1ad89946880b68ee5762		https://www.encodeproject.org/files/ENCFF082EYY/@@download/ENCFF082EYY.bed.gz	hg19			released		borderline replicate concordance, mild to moderate bottlenecking, low read length, low read depth, moderate library complexity	biological replicates with identical biosample	poor library complexity, severe bottlenecking, insufficient read depth	
ENCFF125YZO	bed narrowPeak	conservative idr thresholded peaks	ENCSR000BJZ	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				BCLAF1-human	DNA		see document	see document		False	2011-07-18	ENCODE				1, 2							ENCFF001TDO, ENCFF590VTP, ENCFF591DYQ, ENCFF596IAY	343187	ENCODE Processing Pipeline	7a0c8568a7e4953b44459e55da64dc13		https://www.encodeproject.org/files/ENCFF125YZO/@@download/ENCFF125YZO.bed.gz	hg19			released		low read length, low read depth	biological replicates with identical biosample		
ENCFF626WXN	bed narrowPeak	conservative idr thresholded peaks	ENCSR469WII	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				BMI1-human	DNA					False	2016-11-18	ENCODE				1, 2							ENCFF001TDO, ENCFF089KCX, ENCFF159QMJ, ENCFF827JSS	191063	ENCODE Processing Pipeline	1ec7ef06113c481e7e9e8992ed4ad8e6		https://www.encodeproject.org/files/ENCFF626WXN/@@download/ENCFF626WXN.bed.gz	hg19			released		mild to moderate bottlenecking, moderate library complexity			
ENCFF686JJM	bed narrowPeak	conservative idr thresholded peaks	ENCSR000DZS	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				BRCA1-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF001TDO, ENCFF093WNM, ENCFF106CWI, ENCFF443VLF	9816	ENCODE Processing Pipeline	d0187eb5fbc839caa280c6395173d2ba		https://www.encodeproject.org/files/ENCFF686JJM/@@download/ENCFF686JJM.bed.gz	hg19			released		inconsistent target of control experiment, low read length, low read depth, borderline replicate concordance	biological replicates with identical biosample	insufficient replicate concordance	
ENCFF773EXP	bed narrowPeak	conservative idr thresholded peaks	ENCSR860UHK	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBFB-human	DNA					False	2016-06-13	ENCODE				1, 2							ENCFF001TDO, ENCFF273ZDS, ENCFF389NMB, ENCFF838ABE	308453	ENCODE Processing Pipeline	5a747a760a5777ccaa80f3becbd61f2c		https://www.encodeproject.org/files/ENCFF773EXP/@@download/ENCFF773EXP.bed.gz	hg19			released		antibody characterized with exemption, low read depth			
ENCFF607ZXG	bed narrowPeak	conservative idr thresholded peaks	ENCSR549NPZ	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX3-human	DNA					False	2016-11-23	ENCODE				1, 2							ENCFF001TDO, ENCFF069WNS, ENCFF685NUU, ENCFF981HQF	8382	ENCODE Processing Pipeline	a88337e976aeb447418fa97d35b40024		https://www.encodeproject.org/files/ENCFF607ZXG/@@download/ENCFF607ZXG.bed.gz	hg19			released		low read depth			
ENCFF031TYY	bed narrowPeak	conservative idr thresholded peaks	ENCSR372GIN	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CBX5-human	DNA					False	2016-10-27	ENCODE				1, 2							ENCFF001TDO, ENCFF454MFQ, ENCFF799MMA, ENCFF836SKU	167872	ENCODE Processing Pipeline	6b186fa9eb84e4b964f124526a34df6b		https://www.encodeproject.org/files/ENCFF031TYY/@@download/ENCFF031TYY.bed.gz	hg19			released		mild to moderate bottlenecking, inconsistent platforms, low read depth, moderate library complexity			
ENCFF701HMB	bed narrowPeak	conservative idr thresholded peaks	ENCSR681NOM	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CEBPB-human	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF001TDO, ENCFF017STY, ENCFF284OML, ENCFF300RLB	24646	ENCODE Processing Pipeline	6adf828cfedc2895068a98b7807ac904		https://www.encodeproject.org/files/ENCFF701HMB/@@download/ENCFF701HMB.bed.gz	hg19			released		low read length, low read depth			
ENCFF924GMH	bed narrowPeak	conservative idr thresholded peaks	ENCSR000DZE	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CHD1-human	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF001TDO, ENCFF136HKZ, ENCFF375HRI, ENCFF800PUH	103886	ENCODE Processing Pipeline	73d6dbe8ae4dec93a5c8aa630e0e94ed		https://www.encodeproject.org/files/ENCFF924GMH/@@download/ENCFF924GMH.bed.gz	hg19			released		inconsistent target of control experiment, low read length, low read depth, borderline replicate concordance	biological replicates with identical biosample		
ENCFF428HSL	bed narrowPeak	conservative idr thresholded peaks	ENCSR751CJG	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CHD4-human	DNA					False	2016-11-23	ENCODE				1, 2							ENCFF001TDO, ENCFF477RJI, ENCFF544DYV, ENCFF593OVL	16357	ENCODE Processing Pipeline	763ac34104a73b06b54df4105e41159f		https://www.encodeproject.org/files/ENCFF428HSL/@@download/ENCFF428HSL.bed.gz	hg19			released		mild to moderate bottlenecking, borderline replicate concordance			
ENCFF642JEY	bed narrowPeak	conservative idr thresholded peaks	ENCSR839XZU	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CREM-human	DNA		see document	see document		False	2014-07-07	ENCODE				1, 2							ENCFF001TDO, ENCFF263KGZ, ENCFF510TYC, ENCFF874IMP	475482	ENCODE Processing Pipeline	0e18718a3bd65d189c46e0d31de54a86		https://www.encodeproject.org/files/ENCFF642JEY/@@download/ENCFF642JEY.bed.gz	hg19			released		antibody characterized with exemption, low read depth			
ENCFF096AKZ	bed narrowPeak	conservative idr thresholded peaks	ENCSR000AKB	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CTCF-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF001TDO, ENCFF551KNM, ENCFF706QLS, ENCFF934NEI	628471	ENCODE Processing Pipeline	2dde1f228dced8e1b51fc5a3d88c87dc		https://www.encodeproject.org/files/ENCFF096AKZ/@@download/ENCFF096AKZ.bed.gz	hg19			released		mild to moderate bottlenecking, mixed read lengths, control low read depth, low read length, low read depth		insufficient read depth, control insufficient read depth	
ENCFF803SFG	bed narrowPeak	conservative idr thresholded peaks	ENCSR000DYR	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				CUX1-human	DNA		see document	see document		False	2012-08-20	ENCODE				1, 2							ENCFF001TDO, ENCFF253OOR, ENCFF452BDW, ENCFF881ZSX	20674	ENCODE Processing Pipeline	08e28c36fbf0a60d7b2b3cba2b737d0b		https://www.encodeproject.org/files/ENCFF803SFG/@@download/ENCFF803SFG.bed.gz	hg19			released		inconsistent target of control experiment, low read length, low read depth	biological replicates with identical biosample	insufficient replicate concordance	
ENCFF112HEG	bed narrowPeak	conservative idr thresholded peaks	ENCSR509FWH	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				DPF2-human	DNA					False	2017-05-17	ENCODE				1, 2							ENCFF001TDO, ENCFF150YMV, ENCFF496AHM, ENCFF943NIH	714952	ENCODE Processing Pipeline	750e265cd53447f148a1300f0821ab9c		https://www.encodeproject.org/files/ENCFF112HEG/@@download/ENCFF112HEG.bed.gz	hg19			released		mild to moderate bottlenecking			
ENCFF850MAC	bed narrowPeak	conservative idr thresholded peaks	ENCSR000DYY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				E2F4-human	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF001TDO, ENCFF128GGA, ENCFF191NQS, ENCFF319MWF	74207	ENCODE Processing Pipeline	a802c49dd599c4a87c8719a78c5d77f8		https://www.encodeproject.org/files/ENCFF850MAC/@@download/ENCFF850MAC.bed.gz	hg19			released		inconsistent target of control experiment, low read length, low read depth	biological replicates with identical biosample		
ENCFF113VFJ	bed narrowPeak	conservative idr thresholded peaks	ENCSR793HVL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				E2F8-human	DNA					False	2018-01-26	ENCODE				1, 2							ENCFF001TDO, ENCFF437MOX, ENCFF482LKM, ENCFF706SMS	91541	ENCODE Processing Pipeline	d1296fa79c4fc76c95424a3b714fc5b9		https://www.encodeproject.org/files/ENCFF113VFJ/@@download/ENCFF113VFJ.bed.gz	hg19			released		mild to moderate bottlenecking, low read depth, moderate library complexity	experiment not submitted to GEO	partially characterized antibody	
ENCFF273GJL	bed narrowPeak	conservative idr thresholded peaks	ENCSR439WAF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				E4F1-human	DNA					False	2018-01-26	ENCODE				1, 2							ENCFF001TDO, ENCFF054XUN, ENCFF471IVB, ENCFF717MTX	80672	ENCODE Processing Pipeline	aeee6f6408a77cc93ed670d82e8f8ddc		https://www.encodeproject.org/files/ENCFF273GJL/@@download/ENCFF273GJL.bed.gz	hg19			released		mild to moderate bottlenecking	experiment not submitted to GEO	partially characterized antibody	
ENCFF382VEJ	bed narrowPeak	conservative idr thresholded peaks	ENCSR000DZQ	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				EBF1-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF001TDO, ENCFF097DVZ, ENCFF248VST, ENCFF583XLS	580137	ENCODE Processing Pipeline	aa232576bcd6911bf90c5ecad342a901		https://www.encodeproject.org/files/ENCFF382VEJ/@@download/ENCFF382VEJ.bed.gz	hg19			released		low read length, low read depth	biological replicates with identical biosample	control insufficient read depth	
ENCFF393KDR	bed narrowPeak	conservative idr thresholded peaks	ENCSR199WXF	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				EED-human	DNA					False	2016-03-30	ENCODE				1, 2							ENCFF001TDO, ENCFF050FWJ, ENCFF254LCG, ENCFF327ANX	557790	ENCODE Processing Pipeline	47c0e8c63a412e4f81edf836f9099541		https://www.encodeproject.org/files/ENCFF393KDR/@@download/ENCFF393KDR.bed.gz	hg19			released		antibody characterized with exemption, low read depth			
ENCFF880NTF	bed narrowPeak	conservative idr thresholded peaks	ENCSR841NDX	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ELF1-human	DNA					False	2017-06-26	ENCODE				1, 2							ENCFF001TDO, ENCFF244PNH, ENCFF359FUJ, ENCFF756XID	548610	ENCODE Processing Pipeline	ca168092a37a1c29188b592ca7a4bb73		https://www.encodeproject.org/files/ENCFF880NTF/@@download/ENCFF880NTF.bed.gz	hg19			released		mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF434DKI	bed narrowPeak	conservative idr thresholded peaks	ENCSR000DZB	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ELK1-human	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF001TDO, ENCFF304FFB, ENCFF457WBU, ENCFF839VSW	112213	ENCODE Processing Pipeline	68ab5d79566bb94990cc8bbccb060ac7		https://www.encodeproject.org/files/ENCFF434DKI/@@download/ENCFF434DKI.bed.gz	hg19			released		inconsistent target of control experiment, low read length, low read depth, borderline replicate concordance	biological replicates with identical biosample, duplicate lane review		
ENCFF476RII	bed narrowPeak	conservative idr thresholded peaks	ENCSR000DZD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				EP300-human	DNA					False	2012-05-14	ENCODE				1, 2							ENCFF001TDO, ENCFF270RLY, ENCFF429WXC, ENCFF446MPR	248701	ENCODE Processing Pipeline	7c0cba51afaaf1e44285065e4dc7fb29		https://www.encodeproject.org/files/ENCFF476RII/@@download/ENCFF476RII.bed.gz	hg19			released		inconsistent target of control experiment, low read length, inconsistent platforms, low read depth, borderline replicate concordance			
ENCFF077VXQ	bed narrowPeak	conservative idr thresholded peaks	ENCSR000DYQ	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ESRRA-human	DNA		see document	see document		False	2012-08-20	ENCODE				1, 2							ENCFF001TDO, ENCFF430QIK, ENCFF894NTO, ENCFF927WFK	74080	ENCODE Processing Pipeline	9f203d159d3d9d32afa28c108c423036		https://www.encodeproject.org/files/ENCFF077VXQ/@@download/ENCFF077VXQ.bed.gz	hg19			released		inconsistent target of control experiment, low read length, mild to moderate bottlenecking, low read depth	biological replicates with identical biosample		
ENCFF565SXH	bed narrowPeak	conservative idr thresholded peaks	ENCSR000BKA	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ETS1-human	DNA		see document	see document		False	2011-07-18	ENCODE				1, 2							ENCFF001TDO, ENCFF075PCI, ENCFF570ZKC, ENCFF883DUG	190404	ENCODE Processing Pipeline	f7bbc9921859f1a9056d4ef23f3d1ccd		https://www.encodeproject.org/files/ENCFF565SXH/@@download/ENCFF565SXH.bed.gz	hg19			released		borderline replicate concordance, mild to moderate bottlenecking, low read length, low read depth, moderate library complexity	biological replicates with identical biosample		
ENCFF742XOI	bed narrowPeak	conservative idr thresholded peaks	ENCSR626VUC	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				ETV6-human	DNA		see document	see document		False	2014-07-07	ENCODE				1, 2							ENCFF001TDO, ENCFF021LAP, ENCFF283QCO, ENCFF305DNA	251620	ENCODE Processing Pipeline	7c8b9118a0087a075d49c5d7a0952c12		https://www.encodeproject.org/files/ENCFF742XOI/@@download/ENCFF742XOI.bed.gz	hg19			released		antibody characterized with exemption, borderline replicate concordance			
ENCFF437BUE	bed narrowPeak	conservative idr thresholded peaks	ENCSR000ARD	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				EZH2-human	DNA		see document	see document		False	2012-03-06	ENCODE				1, 2							ENCFF001TDO, ENCFF178CPV, ENCFF411KUR, ENCFF859FLD	36495	ENCODE Processing Pipeline	11559363910cc493b4c81219baae602c		https://www.encodeproject.org/files/ENCFF437BUE/@@download/ENCFF437BUE.bed.gz	hg19			released		mild to moderate bottlenecking, low read length, control low read depth, inconsistent platforms, borderline replicate concordance		insufficient read depth, control insufficient read depth	
ENCFF291AYM	bed narrowPeak	conservative idr thresholded peaks	ENCSR861JUQ	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				FOXK2-human	DNA					False	2017-01-27	ENCODE				1, 2							ENCFF001TDO, ENCFF014VXF, ENCFF348PZF, ENCFF870DSA	92017	ENCODE Processing Pipeline	494ab95cfe23df4bd90c90c2603c5a4f		https://www.encodeproject.org/files/ENCFF291AYM/@@download/ENCFF291AYM.bed.gz	hg19			released		mild to moderate bottlenecking, moderate library complexity			
ENCFF627POZ	bed narrowPeak	conservative idr thresholded peaks	ENCSR331HPA	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				GABPA-human	DNA					False	2014-06-30	ENCODE				1, 2							ENCFF001TDO, ENCFF304VXR, ENCFF379IZI, ENCFF636JXY	120904	ENCODE Processing Pipeline	d9d4159d773eb0c2485be4b130402021		https://www.encodeproject.org/files/ENCFF627POZ/@@download/ENCFF627POZ.bed.gz	hg19			released		mild to moderate bottlenecking, antibody characterized with exemption, inconsistent platforms, low read depth	biological replicates with identical biosample		
ENCFF444FZU	bed narrowPeak	conservative idr thresholded peaks	ENCSR828NCB	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				GATAD2B-human	DNA					False	2017-05-17	ENCODE				1, 2							ENCFF001TDO, ENCFF040LOQ, ENCFF271HBJ, ENCFF855RKW	512344	ENCODE Processing Pipeline	d043d4d8050cece9f235e8cb422bb9c8		https://www.encodeproject.org/files/ENCFF444FZU/@@download/ENCFF444FZU.bed.gz	hg19			released		mild to moderate bottlenecking, low read depth, moderate library complexity			
ENCFF226KLT	bed narrowPeak	conservative idr thresholded peaks	ENCSR514VAY	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				HCFC1-human	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF001TDO, ENCFF251KCB, ENCFF567MQM, ENCFF894EBL	148589	ENCODE Processing Pipeline	58df8cb1f9bd480a3ec373e6a4b131f4		https://www.encodeproject.org/files/ENCFF226KLT/@@download/ENCFF226KLT.bed.gz	hg19			released		low read length			
ENCFF645CEC	bed narrowPeak	conservative idr thresholded peaks	ENCSR330OEO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				HDAC2-human	DNA					False	2017-08-12	ENCODE				1, 2							ENCFF001TDO, ENCFF080QIA, ENCFF436WQE, ENCFF501TBE	25236	ENCODE Processing Pipeline	19bac53993ac51017d239f2de83e322f		https://www.encodeproject.org/files/ENCFF645CEC/@@download/ENCFF645CEC.bed.gz	hg19			released					
ENCFF991QKE	bed narrowPeak	conservative idr thresholded peaks	ENCSR145XQO	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				HDGF-human	DNA					False	2016-08-24	ENCODE				1, 2							ENCFF001TDO, ENCFF432SFP, ENCFF637CIX, ENCFF816GZA	315561	ENCODE Processing Pipeline	0f90970b02d5a7404fcdb69263f4e5d7		https://www.encodeproject.org/files/ENCFF991QKE/@@download/ENCFF991QKE.bed.gz	hg19			released		antibody characterized with exemption			
ENCFF662JYS	bed narrowPeak	conservative idr thresholded peaks	ENCSR009MBP	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				HSF1-human	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF001TDO, ENCFF421XER, ENCFF607QZV, ENCFF618CLL	38024	ENCODE Processing Pipeline	f43584d0adf84ff001a0288425a3391b		https://www.encodeproject.org/files/ENCFF662JYS/@@download/ENCFF662JYS.bed.gz	hg19			released		mild to moderate bottlenecking, low read length, low read depth			
ENCFF343VAG	bed narrowPeak	conservative idr thresholded peaks	ENCSR874AFU	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				IKZF1-human	DNA					False	2016-09-20	ENCODE				1, 2							ENCFF001TDO, ENCFF455HXY, ENCFF492EAL, ENCFF795PEX	981346	ENCODE Processing Pipeline	20f881850f0962d6e858458990dea10e		https://www.encodeproject.org/files/ENCFF343VAG/@@download/ENCFF343VAG.bed.gz	hg19			released		mild to moderate bottlenecking			
ENCFF337XDI	bed narrowPeak	conservative idr thresholded peaks	ENCSR680UQE	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens				IKZF2-human	DNA					False	2017-02-21	ENCODE				1, 2							ENCFF001TDO, ENCFF379VSR, ENCFF431GOQ, ENCFF515FMR	707927	ENCODE Processing Pipeline	8590b47ba9e5029572e480c0556dbced		https://www.encodeproject.org/files/ENCFF337XDI/@@download/ENCFF337XDI.bed.gz	hg19			released		mild to moderate bottlenecking, moderate library complexity			
